cps21_ResponseId,cps21_imp_iss,Q_Language,cps21_imp_iss_tr
R_DdD84hGeAMDWVAR,Why seniors under 75 do not qualify for any assistance,EN,Why seniors under 75 do not qualify for any assistance
R_DeGNKAp6vEFUiLT,"That the dictatorship ends and the citizens get every one of their freedoms back that have been taken since Trudeau took over. What we see is no longer Canada and it is an evil, dark and scary trajectory filled with division, hate and oppression. Not Canadian at all.",EN,"That the dictatorship ends and the citizens get every one of their freedoms back that have been taken since Trudeau took over. What we see is no longer Canada and it is an evil, dark and scary trajectory filled with division, hate and oppression. Not Canadian at all."
R_DeKlaF3VpKOwR21,Environment,EN,Environment
R_DeLncPPCaJtPTTH,Health Care,EN,Health Care
R_DeOgWjDz18yqGYN,economy,EN,economy
R_DeZVOBwgvoKrBFD,COVID must be dealt with in a serious and professional manner,EN,COVID must be dealt with in a serious and professional manner
R_DeploVG8WQXcrbb,Education,EN,Education
R_Depw0Cbn3bntIyt,Climate Change,EN,Climate Change
R_Df41nhkg8XT14OZ,Environnement,FR-CA,Environment
R_DfaCM6osRLkPFEl,Pandémie et finance,FR-CA,Pandemic and finance
R_DhRzYY9emVHc5Ut,income security,EN,income security
R_Di2z3r7jCHct1F7,the gradual loss of our basic rights and freedoms and the National Debt,EN,the gradual loss of our basic rights and freedoms and the National Debt
R_Di8ZdE0GtE0HaP7,Honesty,EN,Honesty
R_Di99LyirIbx04Kd,Économie et emploi,FR-CA,Economy and employment
R_DiBY2nBlr9dr1m1,respect des droits des Autochtones,FR-CA,respect for Aboriginal rights
R_Dif0sZtdLSHvQXv,Taxes,EN,Taxes
R_Dif0t5evM1iJcxH,Poverty,EN,Poverty
R_DixjAtvbG1ei397,economy,EN,economy
R_DjDkvivtNv5P0Zj,Compétences fédérales et provinciales,FR-CA,Federal and Provincial Jurisdictions
R_DjEsMFt8B6BweyJ,PANDEMIC HANDLING,EN,PANDEMIC HANDLING
R_DjUlYHs5qDskZ57,Santé,FR-CA,Health
R_Dji37AazAkbv52F,Economie,FR-CA,Economy
R_Djjv75CGZiPClgZ,L’environnement et la dette.,FR-CA,Environment and debt.
R_Djn58LQHF12Lqbn,"corruption des chefs de gouvernement, manipulation par les médias, violation des droits et libertés des Canadiens",FR-CA,"corruption of heads of government, media manipulation, violation of the rights and freedoms of Canadians"
R_Dk0iZvtI3aEhsTT,Climate Action,EN,Climate Action
R_DkGQ8SeQxWcSjNT,Nothing,EN,Nothing
R_DkI3YMlds2X6kP7,Freedom,EN,Freedom
R_DkKaZkp2dANhAYh,La relance économique verte,FR-CA,Green economic recovery
R_DkSVM17jbE5KzMB,Employment,EN,Employment
R_Dl4bQyKE2RURWwh,Healthcare,EN,Healthcare
R_DnGUEOu6movTFS1,Forced vaccines,EN,Forced vaccines
R_Do5DvhhbDf17bxf,Les soins de sante pour les aines,FR-CA,Health care for the young
R_DoEyNL5P0L1n3H3,"affordable housing, low income housing, subsidized housing  or lack there of",EN,"affordable housing, low income housing, subsidized housing  or lack there of"
R_DoPjgkVPEtD2Uyl,Les changements climatiques,FR-CA,Climate change
R_DoS39CZyZTGaXjX,Free election,EN,Free election
R_DoVXRNalVZ52tnb,Économie,FR-CA,Economy
R_DocVQTdqtRPqipr,Job security,EN,Job security
R_Doe2D9wI4vGt8TD,la reprise suite a la crise,FR-CA,the recovery after the crisis
R_Doxw3IOcaYkFd9n,Gouvernement wasting money,EN,Gouvernement wasting money
R_Dp1YrmnKW6hNWhz,Affordable housing,EN,Affordable housing
R_DpMQAPGjgBn8vIZ,Cost of living,EN,Cost of living
R_DpjswQQ50ErtSOR,economic stability,EN,economic stability
R_Dq3jwEr2FemLof7,econmic recover,EN,econmic recover
R_Dq4KXI6EONUN4Fr,Rien,FR-CA,Nothing.
R_Dq73Vn0YaHYflrH,Covid,EN,Covid
R_DqIbj4jsrRfNT8t,La dette,FR-CA,Debt
R_Dqpq7w1cUXuFvjz,"$, Health and Taxes",EN,"$, Health and Taxes"
R_DqxKSrsypgt52et,nothing,EN,nothing
R_DqyfUlYsW1Gs7WF,Removing the law about vaccination passports,EN,Removing the law about vaccination passports
R_Dr9DclNJTMpFNxD,help in living out of provity,EN,help in living out of provity
R_DraZYaTbatXGbmN,Money,EN,Money
R_DtL28Z4Q54xzBSh,Healthcare,EN,Healthcare
R_DtWiE1HEYADj3NL,Environment,EN,Environment
R_DuBHVaqLH8M1kkh,avoir un gouvernement  qui ne pense pas qu'à dépenser comme l'actuel gouvernement.,FR-CA,have a government that doesn't just think about spending like the current government.
R_DuEcG031AeRMxyx,National Defence and Veterans Support,EN,National Defence and Veterans Support
R_DuFDIMGWkEppM7T,Health care,EN,Health care
R_DuRKsHE0i7Ffiil,To get Trudeau out,EN,To get Trudeau out
R_DuUVJqGEBB1f9Bv,La gestion économique de la période post pandémie,FR-CA,Economic management of the post-pandemic period
R_DuUyE5p5XzEjXvX,Covid recovery,EN,Covid recovery
R_DuW11OZreHDMnv3,Economy,EN,Economy
R_DuyBfYJWajOwuYN,Covid,EN,Covid
R_DuzWXbg2Flr2iRj,L'enjeux de la crise sanitaire et de ses implications,FR-CA,The stakes of the health crisis and its implications
R_Dv3f2sAIZdEBCAF,Covid-19,EN,Covid-19
R_DvN0HR8xRnZKjER,climate change,EN,climate change
R_DvnWIeNuH5lLhdf,Health care,EN,Health care
R_Dw5UImDaVAo7jxv,Taxing the rich to provide $ for programs that help people,EN,Taxing the rich to provide $ for programs that help people
R_DwAncJlUQCyHHQB,Champs de compétences provincial,FR-CA,Provincial areas of competence
R_DwKVAj9i7MwTHbj,Pension de veillesse,FR-CA,Child care
R_DwTQZqatN8T3LYl,climate change,EN,climate change
R_DwXNwDIiNU9vu8N,Honesty,EN,Honesty
R_DwXTUjHcSybS3Sh,Covid 19,EN,Covid 19
R_DwYfAscgmceg7F7,Que Trudeau reste,FR-CA,Let Trudeau stay
R_DwbT7g4GKtJpCRr,Environnement,FR-CA,Environment
R_DwuI8SFvJ1ShOG5,economic recovery,EN,economic recovery
R_Dxe6UtI0a5v0Gch,Cost of living,EN,Cost of living
R_DxfdkiAM0FXMJYB,Pandemic,EN,Pandemic
R_DzT3jQfGclAWu0F,education for children and universities,EN,education for children and universities
R_DzWAOIqOh3xtZqF,Racism,EN,Racism
R_NUW52KdEMDnvI4N,Santé,FR-CA,Health
R_NUX35ns4Lqm0zgB,Pandemic,EN,Pandemic
R_NUXRmzKImvbNv0J,Climate Change,EN,Climate Change
R_NV0nBBbxyyH4xQ5,Senior pentions,EN,Senior pentions
R_NVDz28NCs6PIFEd,PRICE OF HOUSING,EN,PRICE OF HOUSING
R_NVX7s5okaKQfD5n,The cost of living,EN,The cost of living
R_NVkYgNGgxTYB55L,Climate change,EN,Climate change
R_NVnLdPVoGYZFAdP,"Economy, affordability",EN,"Economy, affordability"
R_NVntqTkCRux3AuB,L'économie,FR-CA,The economy
R_NW13lomivvpadxv,L'environnement,FR-CA,Environment
R_NW1IomQkpoJenPr,Sante,FR-CA,Health
R_NW1fewx52lAGJyN,Education,EN,Education
R_NW5sRvyVDJ0K5hf,Proportional representation,EN,Proportional representation
R_NWKhfHKXaJAdwbf,To get someone other than Justin Trudeau elected,EN,To get someone other than Justin Trudeau elected
R_NWNuvYZFsr80j6h,Transfer to provinces and COVID,FR-CA,Transfer to provinces and VOCID
R_NWlZPJJVR1pDL33,housing availability and pricing,EN,housing availability and pricing
R_NWnFeT6eQIwF3G1,Environment,EN,Environment
R_NWov19V9b6j3YNb,éducation,FR-CA,Education
R_NX5zwFD46Oyqj2p,Economie,FR-CA,Economy
R_NX8oXrL3uSncDzb,Spending,EN,Spending
R_NXAXGLZpi5Ei3NT,economie,FR-CA,Economy
R_NXONfwI9KSQrvX3,inequality of wealth distribution,EN,inequality of wealth distribution
R_NXcqaz01VltHy9z,Economy,EN,Economy
R_NXsxTqzbzCeuwuZ,Economy,EN,Economy
R_NY0t9zEUbcZIXfP,"La COVID et ses restrictions, la PCU",FR-CA,"VOCID and its restrictions, the PCU"
R_O0BoI5BZqyefUXv,Health care,EN,Health care
R_O0FeE674wURxCDv,La dette,FR-CA,Debt
R_O0VTkWNwpfAZfTH,covid policy,EN,covid policy
R_O0Yi8lJs5FTZ7Ql,Getting rid of the liberals before our country is destroyed,EN,Getting rid of the liberals before our country is destroyed
R_O1ABZl8YGK7vVq9,Liberal party leadership,EN,Liberal party leadership
R_O1AuMGnm1KhSYaR,Systeme de santé,FR-CA,Health system
R_O1F6wujqZXOInXH,La pandémie,FR-CA,The pandemic
R_O1NBqn2Bzg5LII1,La santé,FR-CA,Health
R_O1eZlTXiR2p75RL,Systeme de la santé,FR-CA,Health system
R_O1hFW9y38rKG0bn,Économie,FR-CA,Economy
R_O1hSmX4ybofRg0F,"La santé, même si c’est provinciale",FR-CA,"Health, even if it is provincial"
R_O1mpLRnrd005eeZ,Poverty and homelessness,EN,Poverty and homelessness
R_O25II8WrjDVWfFD,Climate change,EN,Climate change
R_O27mA9yqsWQAjlL,Timing of the Election.,EN,Timing of the Election.
R_O2Q10PsrN47hd4t,plan to get the country back to the new normal following the pandemic,EN,plan to get the country back to the new normal following the pandemic
R_O2Ryt2pezNV6UPT,Affordable housing/child care,EN,Affordable housing/child care
R_O2lEkjr8wokKYrD,Changements climatiques,FR-CA,Climate change
R_O2sKGvsOiu7JTUZ,Gestion de la pandémie et de sa suite,FR-CA,Management of the pandemic and its aftermath
R_O2vNCK562lvYEZr,Climate change,EN,Climate change
R_O3SkUru3Cvg8dup,Childcare,EN,Childcare
R_O3ZJTwMqCqphtrH,Finances,EN,Finances
R_O3c446YY44mksw1,help for seniors,EN,help for seniors
R_O40nBKhcBMIR58l,Environment,EN,Environment
R_O42QGkqJbHZQjJL,Corporate taxation,EN,Corporate taxation
R_O6AO5uRMz7WvPl7,Taxes and covid management,EN,Taxes and covid management
R_O6SDDjvx1ZyMx8Z,climate change,EN,climate change
R_O7HM348UUvygYYV,recovery of the economy,EN,recovery of the economy
R_O7LUG8DD8DvCIut,Debt,EN,Debt
R_O7hEWzopjawaVIR,Le coût de la vie,FR-CA,Cost of living
R_O7iOW9WlFOj6SgV,Environment,EN,Environment
R_O7kDCOMrCqLZePn,Populisme,FR-CA,Populism
R_O7qdCKyVhecXlOp,economy,EN,economy
R_O7twz7NC8Ss84rn,Health Care Costs,EN,Health Care Costs
R_O83yBaTo6MMRMfT,EMPLOYMENT,EN,EMPLOYMENT
R_O89Gxqsw14sXHBD,Income inequality,EN,Income inequality
R_O8BgjJFsFdz9neF,Je trouve cette élection inutile,FR-CA,I find this election useless.
R_O8RpxJvFjNjyoo1,Trudeau is spending WAY TOO MUCH money.,EN,Trudeau is spending WAY TOO MUCH money.
R_O8ugzwWDN7WhalX,The deficit,EN,The deficit
R_O9IjSdwUsOGb0ml,Climate control,EN,Climate control
R_O9JpJB5LoqCuI4p,Health care,EN,Health care
R_O9ZGjD7qujfQgYV,l'environnement,FR-CA,Environment
R_O9eEO5HHHhBIgWl,economy,EN,economy
R_O9gtyItk3QUVF7z,L’environnement et l’éducation,FR-CA,Environment and education
R_O9jOApuq9S4vKF3,economy and future of Canada,EN,economy and future of Canada
R_O9wNmxkbLoO7ZGF,Environnement,FR-CA,Environment
R_OAIPifNiS0LLgSB,The envirnment,EN,The envirnment
R_OARS7ReewFuMEaB,L’après covid,FR-CA,After covid
R_OAVAxWMrayGE1Gx,La gestion de la pandémie et la reprise économique,FR-CA,Pandemic management and economic recovery
R_OB6ik0v03PbTBXX,Environment,EN,Environment
R_OBDYz6s1ln6Iy09,Le mieux être de la personne âgée,FR-CA,The Elderly's Best Being
R_OBQLy6m6zfDdWDL,PR cannot vote,EN,PR cannot vote
R_OBTCs1syYc6u79T,Diversification,EN,Diversification
R_OBVxjfTAt8Oskvv,Daycare,EN,Daycare
R_OBgLJH49HDegmCB,Housing crisis,EN,Housing crisis
R_OBzeipJLwnARvUJ,Social security,EN,Social security
R_OC0dvJR3siq8hzj,?,EN,?
R_OCHv1NcAkN6NcY1,replace the liberals,EN,replace the liberals
R_OCLGYTVeveUcv3r,"Income, support benefits",EN,"Income, support benefits"
R_OCNmPvp2mDqjTkl,unsure,EN,unsure
R_OCZq28gjpFzlaBH,-99,EN,-99
R_OCgYXcqsTNly8CZ,eCONOMY,EN,eCONOMY
R_ODOEGQLxZFhHQCl,Corona,FR-CA,Corona
R_ODmQnAlTKIMKdBT,Economy,EN,Economy
R_ODwweB24b9fajg5,Housing Prices / Rent Prices - Too High,EN,Housing Prices / Rent Prices - Too High
R_ODyNprYEcHbph6N,"place du québec, environnement",FR-CA,"Place du Québec, environnement"
R_OE9jdHPWBPzDAoV,économie,FR-CA,economy
R_OGMyhuLjHjGIGUp,Health care,EN,Health care
R_OGOgEuHroytCSIh,Justice,FR-CA,Justice
R_OGT2lB0c4G1NYlz,health care,EN,health care
R_OHHXsYTZAAzEk4V,Climate change,EN,Climate change
R_OHIjOuHJwVmEZ8d,nothing,EN,nothing
R_OHJbqYndigxq4Sd,santé,FR-CA,health
R_OHTTinr6xHR2QiB,Economy,EN,Economy
R_OHUZ2ylbIk3Q2sh,Seniors,EN,Seniors
R_OHWvMFpmg3U9iKJ,The handling of COVID-19,EN,The handling of COVID-19
R_OHZJh30dZfaO8md,Health care,EN,Health care
R_OHdHfJml21DALHr,Affordability,EN,Affordability
R_OHewk2nNtiUEZnH,economy,EN,economy
R_OIHEbqbuDUiJdIt,L'économie,FR-CA,The economy
R_OIHKiiyNkIccag9,healthcare / dealing w pandemic,EN,healthcare / dealing w pandemic
R_OIJnc5mIgER5ioN,Santé,FR-CA,Health
R_OIKoCY2axJ0FvQ5,Covid,EN,Covid
R_OIMj7vNsBi2MWVr,TAX,EN,TAX
R_OIOBX5T2KmI7GPD,Forced Injections,EN,Forced Injections
R_OIq6awHzbfRZUfD,L’éducation,FR-CA,Education
R_OIqZvyf49cio3y9,environment,EN,environment
R_OJREkuTsecWjx3H,jobs,EN,jobs
R_OJRgX7Wb4Udp0Nb,Réélection du parti libéral prioritaire,FR-CA,Re-election of the priority Liberal party
R_OJRnj6dTkngyomJ,THE JUSTICE,FR-CA,THE JUSTICE
R_OJRrTvk3u7z0nQJ,housing,EN,housing
R_OJc7zPcHin0eYIF,Economy,EN,Economy
R_OJs1MoG8TiWWWdj,Economie,FR-CA,Economy
R_OJsKBn1JQSgcnYJ,Federal budget handling,EN,Federal budget handling
R_OK01FqNWtLtcRAl,Covid,EN,Covid
R_OKecOKnQvwiznON,Economy,EN,Economy
R_OKjsy6kSoRM1Vlv,Les changements climatiques,FR-CA,Climate change
R_OMRxNLHe9NynNcZ,Employment for youth and homelessness,EN,Employment for youth and homelessness
R_OMVIS2TpnanAJyN,L'environnement,FR-CA,Environment
R_OMXbbyrzCQVt30Z,Covid,EN,Covid
R_ONHGLB0OnT5zjFv,Economy,EN,Economy
R_ONeVXzeh8QDmdTH,Affordable housing,EN,Affordable housing
R_ONmVyY0sjK1tDb3,health care,EN,health care
R_ONnsOSsJskAG4H7,high taxes and shelters in residential areas,EN,high taxes and shelters in residential areas
R_ONyYrSGhVNEtvfr,La pénurie de main d'oeuvre,FR-CA,Labour shortage
R_ONzbFsmC6kEgsZX,THAT CERB DOES NOT NEED TO BE REPAID,EN,THAT CERB DOES NOT NEED TO BE REPAID
R_OONrA63DjSFDuBH,Transition écologique,FR-CA,Ecological transition
R_OOT29dwmgOtaTm1,taxes,EN,taxes
R_OOpuq9nqEdvBoZz,Lgbtq rights,EN,Lgbtq rights
R_OP6ufnS73jrQHsd,Housing,EN,Housing
R_OPCqXa8L67ZcH4Z,Healthcare,EN,Healthcare
R_OPQzRUCaluZ7ULn,economy,EN,economy
R_OPU0klD7wNUcwil,L’environnement changements climatiques,FR-CA,Environment climate change
R_OPYodmhIfNmmTGp,la santé,FR-CA,Health
R_OPz6y5DfY2wjTc5,Housing market,EN,Housing market
R_OPzzdrfZDkiVBw5,Climate change,EN,Climate change
R_OQ17cK0gqBtrgul,Environement,EN,Environement
R_OQfu6lqqW2eZjsB,Environnement,FR-CA,Environment
R_OQgW5RadnJWKfPb,Crime,EN,Crime
R_OQgitzN8odKUj6N,vaxports,EN,vaxports
R_OQlZsSAbzb8JfpL,Indigenous affairs,EN,Indigenous affairs
R_Oa0gs8bnzSO643T,wealth distribution,EN,wealth distribution
R_Oa1b5EGteH5b5nP,Housing is unaffordable in GTA and employment opportunities are fewer than before,EN,Housing is unaffordable in GTA and employment opportunities are fewer than before
R_Oa5hSDAdC8O77a1,Le respect et notre liberté de pensée.,FR-CA,Respect and freedom of thought.
R_Oa7us1OQGRs1Jlf,Removing Prime Minister Trudeau from office,EN,Removing Prime Minister Trudeau from office
R_OcCsNw0H5uuy16F,Covid,FR-CA,Covid
R_OcEMWj2COmmI2rv,Safety,EN,Safety
R_OcIzZy2dAVjdWKZ,Money,EN,Money
R_OcLkex95Vnkg6Qx,Replacing Justin Trudeau,EN,Replacing Justin Trudeau
R_OcZntZZMcGGGP6x,climate change,EN,climate change
R_Od70vNVIq5vqLMl,Economy & how to get debt under control,EN,Economy & how to get debt under control
R_OdHyEwwcLmiW0cV,national debt,EN,national debt
R_OdP72Mp96UBapRT,Vaincre la pandémie,FR-CA,Overcoming the Pandemic
R_OdTtKfBkETJHgiZ,L'environnement,FR-CA,Environment
R_OdoQbJkRtk8clMt,Covid management and getting back on track,EN,Covid management and getting back on track
R_OdoWezwKXt1eLVD,Ethics,EN,Ethics
R_OdrRgQ0t2Krpe4p,Economie,FR-CA,Economy
R_OdriBVeseTCY413,Lack of credibility on behalf of the Liberals,EN,Lack of credibility on behalf of the Liberals
R_OdrtXKPjgpnj8JP,economy,EN,economy
R_Oe7LmxEf2xL9lLP,economy      and getting rid of law breaking Trudeau,EN,economy      and getting rid of law breaking Trudeau
R_OeObtM4oUAtfW2R,"Le covid, la crise sanitaire",FR-CA,"The covid, the health crisis"
R_OeVpnTvvnZnlXpf,Les impots et l’environnement,FR-CA,Taxes and the environment
R_OeZIl8BUBnNypjj,covid recovery,EN,covid recovery
R_Oec9aV0uWysqNLr,Economic inequality,EN,Economic inequality
R_Oegm5Ac1wSTLt17,health care,EN,health care
R_OfE3kVy5rviC8RH,environnement,FR-CA,environment
R_OfEM0avJLat8DCh,Ousting the government that called this unneccessary election,EN,Ousting the government that called this unneccessary election
R_OfXJdEWgkTKvAwp,"Santé, Aide aux Famille, Coût de la vie",FR-CA,"Health, Family Support, Cost of Living"
R_OfZGpC0eddbSuCB,Racism,EN,Racism
R_OfhhGRvDjb800Fz,Canadian Economy,EN,Canadian Economy
R_OfiWcokJacYr97P,TAXES,EN,TAXES
R_Ofp5kJF6tMca92x,Jobs,EN,Jobs
R_Og5f3CoovUVI5Tr,The most important issue is for our Prime Minister to feel important by gaining majority votes,EN,The most important issue is for our Prime Minister to feel important by gaining majority votes
R_OiGk8j03Mju2Lfz,Support for families,EN,Support for families
R_OiLgM0esFDHEeqt,housing,EN,housing
R_OiM0DApYG3hzAAh,"Freedom, carbon tax, no vaccination passport",EN,"Freedom, carbon tax, no vaccination passport"
R_Oj9GhISFt9lrT21,health care,EN,health care
R_OjUTSosbFv0VF73,The growing federal deficit,EN,The growing federal deficit
R_OjUrdDXdKxfXysF,Affordable housing for our young workers,EN,Affordable housing for our young workers
R_OkAVscG22PRZvH3,le réchauffement planétaire,FR-CA,Global warming
R_OkB4FIp8goiUaNb,why is election now,EN,why is election now
R_OkSU9kiRfmJzwMp,Santé,FR-CA,Health
R_Okwj0rqLoQb2TZL,Keeping the Tories out.,EN,Keeping the Tories out.
R_OlDunVAjIVyVVMR,santé (régler la covid-19),FR-CA,health (regulate covid-19)
R_OlJCyyIIkBob8bv,Homelessness,EN,Homelessness
R_OlJxhHNe2rNPSkF,l'économie,FR-CA,Economy
R_OlKlrDBg4NC3Ra9,SPENDING,EN,SPENDING
R_OllDNyOnNIpuly1,Scolair,FR-CA,School
R_OllZlkQpGv3j6aR,autonomie des compétences provinciales,FR-CA,autonomy of provincial jurisdiction
R_OmcJbhAxolkkECt,Global warming and the environment in general. No other issues matter if we have no planet,EN,Global warming and the environment in general. No other issues matter if we have no planet
R_OmcgqH97iYR4dPP,LE DÉFICIT,FR-CA,THE CHALLENGE
R_OoJxbBOy0gq5M53,After effects of pandemic and recovery,EN,After effects of pandemic and recovery
R_OoPszQb5HDxWnTz,Reconciliation,EN,Reconciliation
R_OpBF2VYrXhQipWN,"Covid, Housing & financial support of our seniors",EN,"Covid, Housing & financial support of our seniors"
R_OpMKKdBwWb32Crf,HOME PRICES AFFORDABILITY,EN,HOME PRICES AFFORDABILITY
R_OpVZDF1AEpjzcGt,"Covid measures, social welfare",EN,"Covid measures, social welfare"
R_OpcGcIV16wXQG2Z,Climate change,EN,Climate change
R_OpwFdLCa2vbbQUp,"Equality for all . Restitution for native Canadians, no discrimination when charging non whites, pay rate a equal for women and men , etc.",EN,"Equality for all . Restitution for native Canadians, no discrimination when charging non whites, pay rate a equal for women and men , etc."
R_OpwPICvN1CaNBw5,pandemic/economy,EN,pandemic/economy
R_Or59RPdardR4rvP,health,EN,health
R_OrKFCcL0XC2Rd7j,Intégrité de Justin Trudeau,FR-CA,Integrity of Justin Trudeau
R_OrlxXX5sFK4OVTb,le climat,FR-CA,Climate
R_Orq6UFu0SBEi76h,Taxes,EN,Taxes
R_OruoWhlec8epZqp,jobs,EN,jobs
R_Os6zCxk7sETREDn,"Justin Trudeau has to go… he’s a pompous, ignorant, entitled, arrogant individual!",EN,"Justin Trudeau has to go… he’s a pompous, ignorant, entitled, arrogant individual!"
R_Osf3ZY3Sw5cZLPz,indépendance du Québec,EN,indépendance du Québec
R_OuG6U9hrkSpvqvL,covid,EN,covid
R_OuHairKXj2P0qIN,health care,EN,health care
R_OuILH1ZRLmNRJEB,"Integrity, honesty, Candidates working for the Canadian people.  Continue with democracy",EN,"Integrity, honesty, Candidates working for the Canadian people.  Continue with democracy"
R_OuK242owjLL40nL,Financesw,EN,Financesw
R_OuNr0ay2j3FKnDz,finances,FR-CA,finance
R_OuOWLMPfSc4ckw1,Herman,EN,Herman
R_OuPTBamVWilbWjT,Économie,FR-CA,Economy
R_OuQfngW73RoXqMx,climate,EN,climate
R_OuSNHidyKmGhqdb,Economi,EN,Economi
R_Ov3pJzsFLjTFyk9,health access,EN,health access
R_Ov4uCJql8jOX5kt,Santé,FR-CA,Health
R_OvCZk9FHTGYsHkd,Environmental,EN,Environmental
R_OvO0Nh5rDuaLthT,housing,EN,housing
R_OvUhMi19dy9Sob7,Cost of post secondary education,EN,Cost of post secondary education
R_OvWLdpLQdLSNVq9,La langue française,FR-CA,The French language
R_OveKHAOOLjXHTfX,Que les droits de la personnes soit respecté.,FR-CA,That the rights of the person be respected.
R_Ow1NenO4VbA3zwt,L'amélioration des services offerts dans les provinces,FR-CA,Improving services in the provinces
R_OwZHjuNlWzrH1XH,cost of living,EN,cost of living
R_OwmiJ6pwm70SiKl,get rid of Trudeau and the Liberals,EN,get rid of Trudeau and the Liberals
R_Ox2CJM6wMnTGhkl,Personal freedom,EN,Personal freedom
R_Ox2bRSWeqBDt7AR,aucune idée,FR-CA,no idea
R_Ox3Fdh2lfYMgsrT,"Leaders make up all kinds of Promises, just to get Elected, especially for this Election they are Selling our Soul to the Indians,",EN,"Leaders make up all kinds of Promises, just to get Elected, especially for this Election they are Selling our Soul to the Indians,"
