cps21_ResponseId,cps21_imp_iss,Q_Language
R_ZrUTRLxxbIqNvJT,HEALTHCARE,EN
R_ZriKlwrwmsTleXD,"A safe, united country",EN
R_ZsE2SjJZUuR9yh3,Covid,FR-CA
R_ZsItSXpAyenfDO1,Covid 19 recovery,EN
R_ZsfGqfnRnNlII2R,Our constitutional rights being violated,EN
R_Zsk8Q6xk0fqAevn,Emploi,FR-CA
R_Zsl5OyE5ZTJ0Kxb,Economic Recovery,EN
R_ZtaGfVx6lO6dSHT,Covid passport,EN
R_ZvCIGfgCU9HHvvX,Health care,EN
R_ZvMAHTqfnuaozLz,Cost of living / balancing the budget,EN
R_ZvOv7iHBd2jno8F,"Covid, Housing and Racism",EN
R_Zw7D6jE8eq2DZT3,Liberty.,EN
R_ZwL0BNY4rzD5SRr,"Arms, Environment, Health",EN
R_ZwahWoXUIuSAaAh,the economy and out of control spending by the Liberals,EN
R_ZwasHLrXMueZU3v,Equality,EN
R_ZxJh1YPPEfdvY09,"Covid-19 support and dealing with how businesses, economy and people are getting support to survive it",EN
R_ZxVScTHC0CkXla9,Cost of living & climate change,EN
R_ZxXlPyiKywHXcVr,Containing the Covid virus and variants,EN
R_ZxacPcweEPIuEGR,Covid 19 management & economic recovery,EN
R_Zy6AjLznfa7xHKV,Covid-19,EN
R_ZyFrw5n0REg9hdf,Healthcare,EN
R_ZyMWZmoylPwvL7r,La santé,FR-CA
R_ZyNd1WeNHTGGuOJ,Covid 19,EN
R_Zypx420SB7Q3dYJ,Affordable Housing,EN
R_ZyqqB9JN7iFw0g1,health care,EN
R_Zz2uYRN6XSIxpKN,Paying off COVID debt,EN
R_a00OWKU3n81H55L,économie,FR-CA
R_a03z2nYcAsyNsop,Les libéraux tente le tout pour le tout avec espérance d'être majoritaire,FR-CA
R_a2A5iePGVohleiR,L'économie,FR-CA
R_a2T6KhlPJsVwnWV,Économie et emploi,FR-CA
R_a2TiP1G0Hqq5iBX,Unsure,EN
R_a2ZffhB5hY0KM3D,Economy,EN
R_a33lMiqMK4DRxcZ,Dealing with China,EN
R_a3KiCwmdaPW18S5,la reconnaissance du Québec,FR-CA
R_a3r5jyRiLIKnN9n,Post-COVID situation,EN
R_a44SBC66O4p6XcZ,Healthcare,EN
R_a4Vy9zUqoywjLPP,covid,EN
R_a4asdw6ZET5jovT,Climate change,EN
R_a4cVFPiNtaE1KnL,It is personal,EN
R_a4tgoJzws6p0n5f,declaring quebec as a distinct society,EN
R_a4tnW1F7u5x9ODf,The economy,EN
R_a4vWWwJKaAxFGkF,Economy and our debt,EN
R_a5XSiNe793haUTv,Living wages,EN
R_a5Y1qG0E4h6Y8ox,Health Care,EN
R_a5bIGKqVn4ZVKkp,Taxes,EN
R_a5fqiraJVXNu8s9,pandemic,EN
R_a5lvQHpsoNdNILT,-99,EN
R_a5nfidGmM59ZE3f,Changer de premier ministre,FR-CA
R_a607TTMdpvaCT9n,Economy,EN
R_a66b1voCc0EUdDb,I will be able to chose my leader to represent my needs,EN
R_a8CUYZxZBCd0Tfz,affordability,EN
R_a8GiBUFpxuqTdq9,Housing crisis,EN
R_a96fEO9HkfsbIUF,Finding right balance between promoting economy and social goals like equality,EN
R_a9OaCR4nFO3897H,Economy,EN
R_a9SuvUp4A8W0OVX,no more lockdowns and no mandatory vaccines and vaccine passports,EN
R_aUYGY8TS9NqTgFX,"Problèmes climatiques, la pauvreté et augmentation des prestations aux aînés",FR-CA
R_aUZMxweXOovRSKJ,housing,EN
R_aV0ytdBTHEWZvwZ,To find the best leader,EN
R_aV3fK5Qfm5FShot,Education,EN
R_aV4KKFgNH2DeCR3,Take care of old people like me and even more the ones with sickness etc.,EN
R_aV514dB8exuUsPD,santé,FR-CA
R_aVjowXcxO8sKQdH,Covid,FR-CA
R_aVmsuOHtqFWqhmF,housing and environment,EN
R_aVoXmBVdkWooVPP,Environment/Climate Change,EN
R_aVpweXbZyOSOyOZ,Le climat et l’urgence climatique,FR-CA
R_aVsqEpHF21Mus8x,Climate change,EN
R_aVt9DdZSs6wfnCp,SUPPORT,EN
R_aW3KqnwJNO3oahX,le réchauffement climatique,FR-CA
R_aWTkX4vTiCXhYBz,the economy,EN
R_aWV1CcvHLBrThaF,Taxes,EN
R_aWVZbPpM92ziNcB,The economy and covid-19 control,EN
R_aWbpNSsoVOnVOFj,More financial help for seniors,EN
R_aWt23oIJSmbL1gl,tax evasion,EN
R_aXD4JLEXyoUpMsN,The Economy,EN
R_aXDQOIG4oF1ayGt,Childcare,EN
R_aXYu83qKQQpgaA1,L'éducation,FR-CA
R_aY3njN6WeITBV5f,Climate change,EN
R_aY8OwNUd9nOGlmp,Healthcare including the situation with long term care homes.,EN
R_aYkT8e8QWtqhnl7,Environment,EN
R_aYlIZUpRoMe5zMd,Relance économique,FR-CA
R_aYuBSK1VbCx9tjr,the economy,EN
R_aadwkr1dXckJ4s1,economy,EN
R_abED6loAcEp0Nxv,Que le gouvernement arrête de gaspiller les fonds,FR-CA
R_abfbDNivG9O14uB,Après pandémie,FR-CA
R_ac3efInNAYhVDLH,changement,FR-CA
R_aeLuq3bJSfWZUMp,Housing,EN
R_af2MdpqsC7H5Dnr,Environnement,FR-CA
R_af3B75HCZ5HqUp3,Notre avenir et l’endettement,FR-CA
R_afWAttFgrkpP8cN,How to get economy going,EN
R_afX2bVLH9Ob3OeJ,Climate Change,EN
R_afagJXvEdfpW11f,Économie,FR-CA
R_afw1jfwPmfadxzr,Covid,EN
R_agcteGV1kB9cPzr,Work,EN
R_agyXDSxxEs87hwB,Health Care,EN
R_ah20J4sy5vbQ2Fb,Climate,EN
R_ahDK6V2j49JKwlr,Getting trudeu out,EN
R_ahN0EZXqfXGb1QJ,stability of programs until full debate and costing of new programs can be done,EN
R_ahOmFRxGNKaltiF,L’environnement,FR-CA
R_aiap1urtuugjqdX,Ne sais pas,FR-CA
R_aibOylEjT4H5OCJ,The economy,EN
R_b0XhPRyoeG3sfzH,Partisan Issues / Proper Representation,EN
R_b0YQjVYC0YA3LcB,Budget,EN
R_b11KLKaCc2arzKV,Economy,EN
R_b12urKj1TjC154J,Covid recovery and rebuilding the economy,EN
R_b1MmUbK9foBfVyV,L'ABOLITION DE TOUTES LES MESURES SANITAIRE,FR-CA
R_b1klA079hAUY2TT,Firearms,EN
R_b26P48zqSuiUwfL,education debt,EN
R_b28jUXFMi5dI3xn,La non transparence des décisions prises,FR-CA
R_b2Bno1JKYhz4gy5,Pandemie,FR-CA
R_b2blpdZAqSrdlJL,Climate,EN
R_b2erfU3jhGirZ73,climate change,EN
R_b2ffB5FFC0QmMpj,Equality and truthfullness,EN
R_b2vlOcBJzigIluV,Gender equality,EN
R_b2xqJMchNjgqz9D,LE CLIMAT,FR-CA
R_b2zGboKhjywu5KF,affordable housing for low income people,EN
R_b3FbH7PudX4SE1z,Universal Basic Income,EN
R_b3ZMcUSsfkWmk3T,La santé,FR-CA
R_b3fm12wxYGa4OZz,Le budget,FR-CA
R_b3hy63ntXYTXz6p,La Chartes des Droits et Libertés,FR-CA
R_b3pCp4MFyISkrQJ,Pandemic,EN
R_b41KQN31KJ5m4KZ,Gender equality,EN
R_b47y0RnSMJHKcvv,Government funding/spending,EN
R_b4a3QfTy5zSceCB,Indigenous issues,EN
R_b4tnHH8FXM4d3SV,seniors,EN
R_b4uHobB8ldrz8tj,freedom,EN
R_b77aHSqqFYnPpeh,Equality,EN
R_b7M0QoY2UyBfAKB,taxes,EN
R_b7N91WKxCgQnG13,"to deal with the pandemic effectively, help those with job loss",EN
R_b7TIlh7pcPoH4Bz,Environnement,FR-CA
R_b7WiZVQGrdrtbP3,Economy,EN
R_b7WjiYXxxV9x1Gp,nothing,EN
R_b7sQc6N1lCcrVnj,climate change,EN
R_b8Z7wDppmRmz1El,l.économie,FR-CA
R_b9FokA51HXZJBaF,covid 19 eradication,EN
R_b9MWeSAyjksQHyF,Environnement,FR-CA
R_b9MnM2R1S7LMuXv,Economy,EN
R_bBBZZ5iNhyOBfnH,?,EN
R_bBJlwcawAnkvPhv,healthcare,EN
R_bBkjUpSWoOvpKV3,Taxes,EN
R_bBnCS6Z6lyWXV7j,Covid Recovery,EN
R_bC6KDN63D7U7Tot,Freedom,EN
R_bC6yQLu6IVLE9UJ,economy,EN
R_bC8yZBeyqDILW6J,Truth,EN
R_bCLECeCZOGtNuJb,moving healthcare from a provincial responsibility to a federal responsibility,EN
R_bDB7aAJIBXxXgl3,Economy,EN
R_bDW1aYndnhqyQwN,l'environnement,FR-CA
R_bDYsVgV5fz5pIXf,Former un gouvernent responsable.,FR-CA
R_bDv80KQXRBuI13j,Getting Trudeau out of the PMO so we can have decent federal government,EN
R_bDzX5G6zjoBAX8B,Pharmacare,EN
R_bEC6iolBSNBJhqp,"Get rid of Gov't corruption, meaning  Turdoh",EN
R_bECwHDDQXnq9wMp,Defunding TMX and converting money to re-training workers in the fossil fuel industries.,EN
R_bEJbGBjOI4JKYzD,Getting rid of trudeau,EN
R_bEg8RhoP9VTTGqB,SPENDING,EN
R_bHlTGMxcY3sHK6Z,pandémie,FR-CA
R_bHtbE97gWWwC5Cp,Retirer Justin Trudeau comme premier ministre,FR-CA
R_bIT6JMePWsi2KWt,enviroment,EN
R_bIdWrNjC1h45pAt,Indigenous people,EN
R_bIejrvauE35qqAN,Climate change,EN
R_bIuBiLkBsM9yqcx,Seniors Benefits,EN
R_bJ9bcoTALbBpjpL,All parties want to take your money.,EN
R_bJF25Xs9JbmBSoN,Aider les personnes agees,FR-CA
R_bJYlCxEClNhxWdX, local economy,EN
R_bJf7Y7slx8BABwJ,L'Économie,FR-CA
R_bJfkABQIRnAhfJT,santé,FR-CA
R_bK4gWJBKaOEvohH,recovery from Covid19,EN
R_bKk1W9vZcfI8mJj,La santé,FR-CA
R_bKkJLlbS1AsdqsF,Environnement,FR-CA
R_bKsVmpXMOflBS7v,"Having a Prime Minister who adheres to a high level of integrity, the deficit, affordable housing",EN
R_bNIXSfMx9aXmqTT,Environment,EN
R_bNP7I5DP3NnXXbz,"The fact that we are still led to believe we have to freedom to choose who our leader is, or simply that we still feel the need to be governed by some higher up leader at all",EN
R_bNk7TpLOxzPcAxP,Indigenous rights,EN
R_bO3XHU5xLXGM4md,Covid,EN
R_bO6YJjvtyyh73nX,La pandémie,FR-CA
R_bOQYFXLkbe57yfL,Relations fédérales provinciales,FR-CA
R_bORLU4bybRYpbWx,Debt,EN
R_bOb02QTSTsy0qQh,HOMELESSNESS,EN
R_bOfg2JSpZBJ8cY9,la santé et les soins aux personnes âgées,FR-CA
R_bOh1kYKp8StVge5,covid 19,EN
R_bOu2bRJt0kCVAlP,Environnement,FR-CA
R_bOu5jCMGgl81SjD,Health care,EN
R_bOzN1TVxVIQlgGJ,Empêcher la droite conservatrice de prendre le pouvoir,FR-CA
R_bOztCX5lUYa2wCJ,covid,EN
R_bPAlAW2bNoYOZmV,Universal basic income,EN
R_bPLfJvpKOX2eEx3,Housing affordability,EN
R_bPMgshN7c4pxBq9,Health and education,EN
R_bPg3dCWyZ6EuTqV,Housing affordability,EN
R_bPhYUC1VsJOxuoN,Systeme de justice,FR-CA
R_bQK975c0ZpMRGX7,"Soins dentaire, environnement, immigration",FR-CA
R_bQPcN23F3XwuYvf,environnment,FR-CA
R_bQS6C7nl2JJJiut,Climate change,EN
R_bQTctEHexLImPdf,iNCOME,EN
R_bQjQ65U81CSs25P,"Handling the pandemic along with the associated healthcare, employment and economic issues.",EN
R_bQmUOfclIseYAAF,remboursement de la dette créer par la covid,FR-CA
R_bQnozI1hs4xL8Ih,Housing Crisis,EN
R_bQvGBUYv5ly4ahb,COVID et relance économique,FR-CA
R_baBZ6gdULMajFgB,Covid,FR-CA
R_baCasSgJhjJDN73,The passport vaccinal,EN
R_bd9R8LebwE5fPdD,ENVIRONNEMENT,FR-CA
R_bdNpelVgL5yZqvL,The bulling by the liberals,EN
R_bdWkTyY0ygs7hK1,Affordable housing,EN
R_bda1tntfZy0h7CF,Income inequality,EN
R_be0iRxSMVlZwYNP,Homelessness,EN
R_beA3zsL4MiBQJyh,l'environnement,FR-CA
R_beCUuD0jEzCmNod,vaccine passports,EN
R_beClQjC0xNoQGIx,The Economy,EN
R_bf4rNYsbzqSOcuJ,nothing,EN
R_bfMb0VzkybjN22B,Économie,FR-CA
R_bfNDK2pTjWOJfah,Inequality in wealth and climate,EN
R_bfn0SsFzf7FjqMh,Lack of confidence in our political system,EN
R_bgCGvqp2Am5fRPH,Health care,EN
R_bge7NuXsIOtkgOB,Indigenous Issues,EN
R_bgfemMCmvmx4PvP,Getting rid of Justin,EN
R_bgvfsGitxvaL3GN,Freedom & rights,EN
R_bgybAvZaw5tRwqt,Health care,EN
R_bj9iZvFmOO4OyoF,"Freedoms, and housing",EN
R_bjEmS5lJyIZD7dn,The deficit,EN
R_bjRQQpLfdpyjccN,economy,EN
R_bjUoQruDgG8Kgsp,Budget,EN
R_bjxkVUcTLQ5FvWx,"Transparency, integrity and honesty",EN
R_bk2THTNsdXKVvRD,Covid,EN
R_bkdgoeAb4IPO47f,Environnement,FR-CA
R_bkqtBUfdO2NKy2d,le réchauffement climatique,FR-CA
R_bl8q0I1TfQU8xot,Représentation régionale du quebec,FR-CA
R_blKsmCMWIKM46pH,Pandémie,FR-CA
R_blN7TduJYI4dHgd,Affordable housing,EN
R_blNH1LsaZzyqCnn,voir la fin de la covid 19,FR-CA
R_blQBxfNr9NT5otz,Système de santé,FR-CA
R_blRGemx7hAQAQtX,santé  économie  la covid  égaliter envers tout les canadein,FR-CA
R_blRTUEVjIohiA3D,health care,EN
R_blbq43Vpte4UeYN,People’s rights,EN
R_bllRhcY9r1a482R,Climate emergency,EN
R_blopvPgHeJ6ZxNT,Climate change,EN
R_blrwepg4zWTzWff,Climate change,EN
R_blry2CKRiR6IPCh,Housing affordability,EN
R_blsYnxUQ7aCImLT,Healthcare,EN
R_bltnsSpSsFSKZMd,avoir un gouvernement majoritaire,FR-CA
R_blu4Mesgxqw11a9,Affordable housing,EN
R_blxL1xsO91zUNxv,Climate change,EN
R_bm8lweKjgbE4B9L,Healthcare,EN
R_bmf6X9GdyLl7sQN,That we get a leader who will promote more favourable Finiancial treatment of our equalization payments and allow for elected senators!,EN
R_bmjoOGyUYWwO64N,Being honest and transparent,EN
R_bmtFqrCsrX55zCF,environment,EN
R_bmv9eRcxH6KgpWx,Growing Debt,EN
R_bpTVjaTV8ZIomWJ,Leader who is good,EN
R_bpghoO8Ax89OIz7,Pensions fédéral,FR-CA
R_bq5YTvqLVvkbNbX,Taxes,EN
R_bqFoKIGrpAC7NpT,I wish Trudeau would leave,EN
R_bqGQqhNMV3HTQw9,Dumping trudeau,EN
R_bqGioK5SbDH6TSx,keeping the cost of living down,EN
R_bqHQdE6whuq2qJj,Environnement,FR-CA
R_bqKXjrfXoFMTaHT,To vote Trudeau out!!,EN
R_bqObzLVLO7mC609,Climate change,EN
R_bqmsVUvU6OWc73r,Fiscal Responsibility,EN
R_brAnDU73Uq1cNfr,The NDP need to win,EN
R_brLyoa589GuaD17,sante & economie,FR-CA
R_brNE7zFGB388xjP,healthcare,EN
R_brT6Ve1FGJWYQLv,COST OF LIVING,EN
R_brdRC34mkAYLPIR,"Lockdowns, Vaccine Passports, and restrictions of rights and freedoms",EN
R_brxDQq79kfQCaLT,La lutte contre la pandémie et la santé,FR-CA
R_bsCeD0KSIuoWj97,Economy,EN
R_bsCel4qfeDz7qRr,Pandemic,EN
R_bsGSLGpr54ZSHmh,Covid 19,EN
R_bsI4SznyfPyo6rf,job creation,EN
R_bsIrlwDpdvHFBDz,Compulsory vaccines,EN
R_bsghiOc0tR1Gn2V,LA FISCALITÉ,FR-CA
R_bskLCUOPVR2w0xP,Transparence,FR-CA
R_bsy5VtkfZAtO6EF,helping the working class people,EN
R_bvBpNpsxI4iTsaJ,climate change,EN
R_bvFAvBM5EDGLHsR,changement climatique,FR-CA
R_bvKPfVpEC9fB7xL,Gestion de l’après pandémie,FR-CA
R_bvKSM5ypwfEwrst,l'accessibilité aux logements,FR-CA
R_bveBlYuwoWYmSbv,health care,EN
R_bvyh3bGVBBYKE9P,Respect des compétences provinciales,FR-CA
R_bwNRkWEbrCGEoBX,"Our country recovering from COVID in a responsible, safe and non-combative manner",EN
R_bwiPtT0x76M5TC9,Balance the budget by eliminating unnecessary unaffordable money on political  projects.,EN
R_bwlTqAAHpXM1gfT,Housing for the homeless,EN
R_bwq5CM3WXbnN5p7,santé,FR-CA
R_bwwnhOAQzeq934l,Affordable housing,EN
R_bx5CIaPsZJpQdnr,financially,EN
R_bx6ASF11EbZfV0l,health care,EN
R_bx7Tsw8effioZy1,health and financial recovery,EN
R_bx9T9TPj1qgRSnL,who is going to win the election,EN
R_bxBchsoLJBQSXIJ,defeat Trudeau,EN
R_bxZSg2sjhRayvhD,Negotiating a pension deal with the UK to unfreeze ex-pat pensions,EN
R_bxsUwf4IbNlCje1,Climate Change,EN
R_bxwWoRjAhh9PUmB,Affordable housing,EN
R_byd2ASO7jRE7129,Cost of leaving/taxes,EN
R_byeSvlFY8hLSeS5,Climate change,EN
R_byf2FyiYdFBLWzn,Environnement,FR-CA
R_bylP2F66WbveIBH,how to get rid of the deficit and amount of money they promise to give away,EN
R_byo1imkhiQi9N9D,Economy,EN
R_cA5YL7aVVbgEWyJ,Taxing the wealthy to lower middle class taxes,EN
R_cAADO7NSZBDvIDT,L’environnement,FR-CA
R_cABrp02zmhs4Wcx,Health care,EN
R_cAMYKjRis0cZbLb,Immigration,FR-CA
R_cAZwYftE7WP0myJ,Environnement,FR-CA
R_cArQzXHCxcw7ZNn,Santé,FR-CA
R_cAzSgp31zyhPqvf,Ethics,EN
R_cBBLyvdS5uaU641,Economy,EN
R_cBFivsE7EiE8jM5,Economy,EN
R_cBUVIN2UWL5XRv3,Life after COVID,EN
R_cBh9u5JvVNlMEKZ,Ethics and honesty,EN
R_cBn0T25WNMA8NLb,Employment,EN
R_cBnt7J57LfkF24p,Climate change,EN
R_cC7PLXiIQCYhWgN,Health care,EN
R_cCG4VAgksa0Z7TH,Hard to pick one,EN
R_cCNzei3zssqwNFv,Poverty and homelessness,EN
R_cCP1N1z5nIZYPkt,Real change,EN
R_cCjtZySd05Xf80V,Freedom of Choice for my body,EN
R_cD2QXnfga9qyzRv,Environnement,FR-CA
R_cD7lpkQWeE2En73,Honesty,EN
R_cDaZUWNDvR7qbFn,Covid 19,EN
R_cFH28cqHIXRFtsd,The environment,EN
R_cFPWTQNsi0MuGSB,economy,EN
R_cFR2Ywy2HNl1LfH,Senior and pharmacare issues,EN
R_cFTiuwIerdCrIWd,Affordable housing,EN
R_cGCveIiPgr6tzGx,health care,EN
R_cGF4MltJXc3LfQB,Managing COVID,EN
R_cGUUotcINcED8pX,abortion,EN
R_cGUhGytXMVezk89,les ainés et le francais,FR-CA
R_cGWZJKv5pSUWJgJ,nothing,EN
R_cGxQ4hpO9Hiz3XP,health care,EN
R_cHC0EvE2a4p0b73,civil rights violation by covid restrictions,EN
R_cHFWwuouScJRfBn,The Economy,EN
R_cHJvm3eYmtbwmDn,Economy,EN
R_cHkwX7o9l8y3o9r,Economy,EN
R_cI13g3FboWYue0F,Why was a election called during a surge in Covid cases,EN
R_cI22a6SBtuZ60bD,jobs,EN
R_cIIXp5EDOK7XnlD,"how the rest of covid will be dealth with, ie-vaccines, passports, waves",EN
R_cIK4yGFTE5knxv3,Senior Citzens,EN
R_cIPKDar0vnyMhvH,"healthcare, Covid, income and economic supports, climate change",EN
R_cIqQ0TEoNbBNjTH,Climate change,EN
R_cIv9lh28AYDV49b,Environnement,FR-CA
R_cJc8QBKEtiYbIm5,Poverty,EN
R_cJf5Id3q5DPhUzf,Pandemic recovery,EN
R_cJgrE0pW1aSNEch,Health care,EN
R_cJhiwI5lNqgszpT,Battling the covid 19 pandemic and health care worker shortage,EN
R_cLR0UxUe6VeVSBH,La santé,FR-CA
R_cLSgdaV1GgtiNLb,Économie,FR-CA
R_cLVsUt4W6kON637,La santé,FR-CA
R_cMAQjRvUKNKTuil,economy,EN
R_cMDums8XMTfZWIV,Covid and issues concerning seniors,EN
R_cMVoYuVDzsJ1TkR,The deficit,EN
R_cMVqSN1hNVA1MVb,fair representaion,EN
R_cMWxG3KShDiipl7,Country debt,EN
R_cMcWSMnYOLK4wzn,COVID-19,EN
R_cMk4sk4bd70AstX,climate change,EN
R_cMvOWyZA84YGdu9,Climate change,EN
R_cN2ccJ34o6dIodX,Solutions pour sortir de la pandémie,FR-CA
R_cN3Elv6Uzs5Ysud,Affordability,EN
R_cNFGqIt5qklDKSd,Getting rid of trudeau,EN
R_cNIyo8t2Nkc5vj3,COVID policies,EN
R_cNKz0hTMXifzTtT,affordable housing,EN
R_cNgCBs1cFq2St6p,The COVID-19 virus and antivaxxers,EN
R_cNiaFZUlsitY50J,L’économie,FR-CA
R_cNjVz4ca7ztpak9,L'environnement les changements climatiques,FR-CA
R_cNnibAOpvuNrONj,healthcare,EN
R_cNoLLkNnkfqTs65,Covid,EN
R_cO0c0etcEZZEX6x,COVID-19,EN
R_cO7AGU0KvbkRn0t,Rise of cost of living,EN
R_cO9gr5Dfx63MCBP,Increasing old aged persons income.,FR-CA
R_cONZv0sOL4hdeud,L'après pandemie,FR-CA
R_cOnsH9MTKiE8pFv,covid response and racism,EN
R_cOrbKE9fpBcjGiB,environment,EN
R_cOsmMJOdnwa1Oo1,N,EN
R_cOtiCKOz6hXfnFf,La santé,FR-CA
R_cOxT1tkhtgmQR4B,personne agees= changement climatique -  sante,FR-CA
R_cOzOxfmCoaXH89b,Le respect des compétences de la province du Québec,FR-CA
R_cPeG2V1cDO3v76F,Government spending,EN
R_cPfYMQm5w3XFX45,getting past covid,EN
R_cRMWPcJU5cmalON,nothing in particular,EN
R_cROjfUCeU0BwtUt,Covid 19,EN
R_cRQD9SAuTFQVDfr,Fiscal responsibility,EN
R_cRQMK5ZXjuYHRnz,TRUTH,EN
R_cSDiwPpue16Bx9D,Getting a liar out of office who is in cahoots with China,EN
R_cSWvD0RtCsVRpHX,Equality and faur treatment of all Candains,EN
R_cSdmcw5qjoSn87T,Too early,EN
R_cShMf6yMVjMtQf7,REMOVING THE OUT OF TOUCH LIBERAL GOVERNMENT,EN
R_cT5gag0miZaaZKF,Honnêteté,FR-CA
R_cTQ0KbrDJuIk6Gd,Discrimination against indigenous people,EN
R_cTl5ziJL9CBGLvP,Autonomy,EN
R_cToctj22jonbsOd,600million dollars for an election during the pandemic what a joke,EN
R_cU4rXyAj3y6Fg8F,COVID,EN
R_cUC87qKYXOi5YVX,getting rid of Trudeau,EN
R_cUSMuVrYgPXeIk9,Taxes and climate plan,EN
R_cUUTAguUuYYE8Zb,poverty,EN
R_cV15uazphvtemZj,health,EN
R_cV1bTaoHYhyRTYR,Pandémies,FR-CA
R_cViLhd0WsfKhFyp,Covid-19,EN
R_cVlu4jnhKdr079n,deficit,EN
R_cXTF6mYAiBW8sEh,The economy,EN
R_cXWSwKFyTKDEnkd,That we get a different prime minister,EN
R_cYHD84mg0PrVJ4Z,Environnement,EN
R_cYHEbOB6pjzuYCJ,Covid,EN
R_cYoTwWuZAGqUynT,i think its tax in this covid situation,EN
R_cZItkcAxtTvpr8d,Les changements climatiques,FR-CA
R_cZQPlRnG0eD4gHT,covid,EN
R_cZRnIJFy6FLWDhT,Pension reform,EN
R_cZW2hrW2B0FOMLf,debt and economy,EN
R_cZas3AJQOvNkgBH,Housing,EN
R_cZlpI54L3NMTeEx,L'environnement,FR-CA
R_cZnHysDZzpGJckh,Covid,EN
R_cZnJk7rM3RjclxL,Unnecessary Immigration of Muslims,EN
R_cZs6pqzNtvmaRrz,Balance budget,EN
R_ctFOx0uE1UHWk49,Competence,EN
R_ctIGH4odzzear6x,Healthcare,EN
R_ctN9UGwwfsgdWzT,Gestion de la pandemie,FR-CA
R_ctOStsn7FJwTWtr,taxes,EN
R_cuLE4rDJlLJOwo1,covid recovery,EN
R_cuLsEcMzl3Fs5KF,Housing and cost of living,EN
R_cuMTJKwBUNukSFb,Arrêter les dépenses,FR-CA
R_cuWXcr1w4I4QnAZ,Healthcare,EN
R_cuaSDEB8BTW83vz,Covid 19 recovery,EN
R_curoJBiq1x3tmff,Environnement,FR-CA
R_cuvx52d8A7NySLn,LE RESPECT DE L'ENVIRONNEMENT,FR-CA
R_cvRSS5x1CkToPmx,Conservative grifting,EN
R_cvTlXxscwBgCQTv,L’économie,FR-CA
R_cvVCMkXluBW6BJD,Covid recovery,EN
R_cvZAsSITwsrXOIF,Je c pas,FR-CA
R_cvauAZiBsvqehP3,Ethics,EN
R_cviOwF31kjI14Hv,Affordable housing,EN
R_cvvcUScLGqowyjf,Finir la pandémie,FR-CA
R_cvz6Q9rXWS58AeJ,Housing,EN
R_cwGh31QeEaJkysN,Économie,FR-CA
R_cwJp3IEwqKu3VND,Senior health care,EN
R_cwK9mwLOEKLGEAV,"Crise du logement, pénurie de garderie, salaire trop bas pour le coût de la vie",FR-CA
R_cwLVLNX3bJEcLsJ,Living wage and health care,EN
R_cwfsPOAP1DmOan7,Health care,EN
R_cwrfSb7Ng9LTfQ5,Honesty,EN
R_czQl86rOqdcEgQV,Integrity,EN
R_d0740Bjb6L4eugF,Environnement,FR-CA
R_d0F3vwiSVGeXrFf,Le respect de la charte des droits et libertés,FR-CA
R_d0cXWjKtUh9ppwB,hydro costs,EN
R_d0hl5GWWF3pYzuh,ECONOMY,EN
R_d0wDR6cnPnRBfI5,Environment,EN
R_d10RYXSK5aYGDyF,relance economique,FR-CA
R_d14aMZbmcJj4gYV,Place en garderie,FR-CA
R_d1iIJMPUXZfJlLj,Poverty-minimum income for everyone,EN
R_d1pQHGtK2QuYHEl,Pharmacare,EN
R_d3RQmnbdO7Y6rGF,Covid-19 action plan,EN
R_d3Zdykj7fIKkjFT,seniors benefits,EN
R_d4H2PkIuyNEtxNn,La dette,FR-CA
R_d4H51frblSaTZDz,Border policy,EN
R_d4Hk6YCuuWnslhL,Manage a transition from COVID,EN
R_d4IUirFrbvjypTX,Cessation de l’état d’urgence,FR-CA
R_d4K5KOn2y8rN7Ut,That the truth be told in everything,EN
R_d4MNL52cLutrIs1,Rien va changer,FR-CA
R_d4fgM6CTvt7Noat,Covid,EN
R_d4qYnpd1iBfEXLj,Health care,EN
R_d52cqTq8gOzehb3,"Indiginous rights, sorry I can't spell.",EN
R_d56zUPvOhExcwoN,La sante,FR-CA
R_d5L5E5nHXxlcbKh,The Economy,EN
R_d5PvjC7wsH1953X,climate change,EN
R_d5SHUfj5cgj2iat,taxes,EN
R_d5VB7B7Pq6s76mZ,Climate change,EN
R_d5qIYKZjosAQt5D,Covid 19,EN
R_d5wX2NmAR1HS317,Election reform and equalization revision.,EN
R_d5yo1QVSxXMaByh,THE WAGES SHOUKD BE INCREASED AND THE HOUSES PRICE SHOULKD DEFINATELY GO DOWN,EN
R_d5zejVEA9QJfXa1,Climate change,EN
R_d68BUQ5r975EAJb,Ethics,EN
R_d6G4tmDRRwYuM0x,Économie,FR-CA
R_d6ThlOWUXFlI7br,Pulling together as a Nation,EN
R_d6XALX3THxcMweJ,Equality,EN
R_d6YRJy1CH5Zo4xP,The rime it was called,EN
R_d6b6uUVRbZwhPeF,health care,EN
R_d6bxaEJUaHnms8N,Too much Immigration,EN
R_d6lvPka250aE5bj,Health care,EN
R_d70S7QsCWbFIa89,nothing,EN
R_d75rPq02GG2oW3L,Housing,EN
R_d9Y6FwAO8121UHL,Affordability,EN
R_da8aCGYxxL1kHip,-99,FR-CA
R_daOD25khRr0l2vL,ECONOMY,EN
R_daT6Yc7srL4H5aF,The environment and housing costs.,EN
R_das7y5fZQvHr0kx,"pandemic, rising cost of basic needs, debt",EN
